server_id,platform_server_id,inner_server_ip,server_path,server_db_name,server_db_ip,platform,db_port,gm_port,out_server_ip,status,01
s339,1377_s32,10.6.7.157,data/xy/shengbei_s339_9339,shengbei_lianyun_s339,10.6.4.220,1377,3306,32214,42.62.56.227,running,26
s341,zhigame_s10,10.6.7.157,data/xy/shengbei_s341_9341,shengbei_lianyun_s341,10.6.4.220,zhigame,3306,35614,42.62.56.227,running,27
s343,1717in_s10,10.6.7.108,data/xy/shengbei_s343_9343,shengbei_lianyun_s343,10.6.4.220,1717in,3306,36214,42.62.56.206,running,36
s348,ailiuwa_s5,10.6.7.108,data/xy/shengbei_s348_9348,shengbei_lianyun_s348,10.6.4.220,ailiuwa,3306,32414,42.62.56.206,running,37
s350,ebogame_s2,10.6.8.102,data/xy/shengbei_s350_9350,shengbei_lianyun_s350,10.6.4.220,ebogame,3306,19814,42.62.62.19,running,18
s351,ebogame_s3,10.6.8.102,data/xy/shengbei_s351_9351,shengbei_lianyun_s351,10.6.4.220,ebogame,3306,19814,42.62.62.19,running,19
s353,zhigame_s11,10.6.8.102,data/xy/shengbei_s353_9353,shengbei_lianyun_s353,10.6.4.220,zhigame,3306,35614,42.62.62.19,running,20
s361,ebogame_s4,10.6.8.102,data/xy/shengbei_s361_9361,shengbei_lianyun_s361,10.6.4.220,ebogame,3306,19814,42.62.62.19,running,21
s362,ebogame_s5,10.6.8.102,data/xy/shengbei_s362_9362,shengbei_lianyun_s362,10.6.4.220,ebogame,3306,19814,42.62.62.19,running,22
s363,9166wan_s13,10.6.8.102,data/xy/shengbei_s363_9363,shengbei_lianyun_s363,10.6.4.220,9166wan,3306,33514,42.62.62.19,running,23
s365,zhigame_s12,10.6.7.173,data/xy/shengbei_s365_9365,shengbei_lianyun_s365,10.6.4.220,zhigame,3306,35614,42.62.62.86,running,27
s366,91wan_s17,10.6.7.173,data/xy/shengbei_s366_9366,shengbei_lianyun_s366,10.6.4.220,91wan,3306,32314,42.62.62.86,running,28
s370,zhigame_s13,10.6.7.173,data/xy/shengbei_s370_9370,shengbei_lianyun_s370,10.6.4.220,zhigame,3306,35614,42.62.62.86,running,30
s371,ailiuwa_s10,10.6.7.173,data/xy/shengbei_s371_9371,shengbei_lianyun_s371,10.6.4.220,ailiuwa,3306,32414,42.62.62.86,running,31
s372,ailiuwa_s11,10.6.7.173,data/xy/shengbei_s372_9372,shengbei_lianyun_s372,10.6.4.220,ailiuwa,3306,32414,42.62.62.86,running,32
s373,ailiuwa_s12,10.6.7.173,data/xy/shengbei_s373_9373,shengbei_lianyun_s373,10.6.4.220,ailiuwa,3306,32414,42.62.62.86,running,33
s374,ailiuwa_s13,10.6.7.173,data/xy/shengbei_s374_9374,shengbei_lianyun_s374,10.6.4.220,ailiuwa,3306,32414,42.62.62.86,running,34
s375,ailiuwa_s14,10.6.7.173,data/xy/shengbei_s375_9375,shengbei_lianyun_s375,10.6.4.220,ailiuwa,3306,32414,42.62.62.86,running,35
s376,zhigame_s14,10.6.7.173,data/xy/shengbei_s376_9376,shengbei_lianyun_s376,10.6.4.220,zhigame,3306,35614,42.62.62.86,running,36
s379,91wan_s18,10.6.8.102,data/xy/shengbei_s379_9379,shengbei_lianyun_s379,10.6.4.220,91wan,3306,32314,42.62.62.19,running,25
s380,91wan_s19,10.6.8.102,data/xy/shengbei_s380_9380,shengbei_lianyun_s380,10.6.4.220,91wan,3306,32314,42.62.62.19,running,26
s382,1717in_s20,10.6.8.102,data/xy/shengbei_s382_9382,shengbei_lianyun_s382,10.6.4.220,1717in,3306,36214,42.62.62.19,running,28
s386,91wan_s20,10.6.8.102,data/xy/shengbei_s386_9386,shengbei_lianyun_s386,10.6.4.220,91wan,3306,32314,42.62.62.19,running,31
s388,1717in_s23,10.6.8.102,data/xy/shengbei_s388_9388,shengbei_lianyun_s388,10.6.4.220,1717in,3306,36214,42.62.62.19,running,32
s391,ailiuwa_s15,10.6.8.102,data/xy/shengbei_s391_9391,shengbei_lianyun_s391,10.6.4.220,ailiuwa,3306,32414,42.62.62.19,running,33
s392,ailiuwa_s16,10.6.8.102,data/xy/shengbei_s392_9392,shengbei_lianyun_s392,10.6.4.220,ailiuwa,3306,32414,42.62.62.19,running,34
s393,zhigame_s15,10.6.8.102,data/xy/shengbei_s393_9393,shengbei_lianyun_s393,10.6.4.220,zhigame,3306,35614,42.62.62.19,running,35
s394,9166wan_s18,10.6.8.102,data/xy/shengbei_s394_9394,shengbei_lianyun_s394,10.6.4.220,9166wan,3306,33514,42.62.62.19,running,36
s395,ailiuwa_s17,10.6.5.72,data/xy/shengbei_s395_9395,shengbei_lianyun_s395,10.6.3.121,ailiuwa,3306,32414,42.62.26.73,running,25
s396,ailiuwa_s18,10.6.5.72,data/xy/shengbei_s396_9396,shengbei_lianyun_s396,10.6.3.121,ailiuwa,3306,32414,42.62.26.73,running,26
s397,1717in_s24,10.6.5.72,data/xy/shengbei_s397_9397,shengbei_lianyun_s397,10.6.3.121,1717in,3306,36214,42.62.26.73,running,27
s398,1717in_s25,10.6.5.72,data/xy/shengbei_s398_9398,shengbei_lianyun_s398,10.6.3.121,1717in,3306,36214,42.62.26.73,running,28
s399,9166wan_s19,10.6.5.72,data/xy/shengbei_s399_9399,shengbei_lianyun_s399,10.6.3.121,9166wan,3306,33514,42.62.26.73,running,29
s400,9166wan_s20,10.6.5.72,data/xy/shengbei_s400_9400,shengbei_lianyun_s400,10.6.3.121,9166wan,3306,33514,42.62.26.73,running,30
s401,zhigame_s16,10.6.5.72,data/xy/shengbei_s401_9401,shengbei_lianyun_s401,10.6.3.121,zhigame,3306,35614,42.62.26.73,running,31
s402,91wan_s21,10.6.5.72,data/xy/shengbei_s402_9402,shengbei_lianyun_s402,10.6.3.121,91wan,3306,32314,42.62.26.73,running,32
s404,1717in_s26,10.6.5.72,data/xy/shengbei_s404_9404,shengbei_lianyun_s404,10.6.3.121,1717in,3306,36214,42.62.26.73,running,34
s405,1717in_s27,10.6.5.72,data/xy/shengbei_s405_9405,shengbei_lianyun_s405,10.6.3.121,1717in,3306,36214,42.62.26.73,running,35
s406,9166wan_s21,10.6.5.72,data/xy/shengbei_s406_9406,shengbei_lianyun_s406,10.6.3.121,9166wan,3306,33514,42.62.26.73,running,36
s407,9166wan_s22,10.6.5.72,data/xy/shengbei_s407_9407,shengbei_lianyun_s407,10.6.3.121,9166wan,3306,33514,42.62.26.73,running,37
s408,ailiuwa_s19,10.6.1.121,data/xy/shengbei_s408_9408,shengbei_lianyun_s408,10.6.3.121,ailiuwa,3306,32414,42.62.56.250,running,31
s409,ailiuwa_s20,10.6.1.121,data/xy/shengbei_s409_9409,shengbei_lianyun_s409,10.6.3.121,ailiuwa,3306,32414,42.62.56.250,running,32
s410,91wan_s22,10.6.1.121,data/xy/shengbei_s410_9410,shengbei_lianyun_s410,10.6.3.121,91wan,3306,32314,42.62.56.250,running,33
s412,1717in_s28,10.6.1.121,data/xy/shengbei_s412_9412,shengbei_lianyun_s412,10.6.3.121,1717in,3306,36214,42.62.56.250,running,35
s413,1717in_s29,10.6.1.121,data/xy/shengbei_s413_9413,shengbei_lianyun_s413,10.6.3.121,1717in,3306,36214,42.62.56.250,running,36
s414,ailiuwa_s21,10.6.1.121,data/xy/shengbei_s414_9414,shengbei_lianyun_s414,10.6.3.121,ailiuwa,3306,32414,42.62.56.250,running,37
s415,ailiuwa_s22,10.6.1.121,data/xy/shengbei_s415_9415,shengbei_lianyun_s415,10.6.3.121,ailiuwa,3306,32414,42.62.56.250,running,38
s416,91wan_s23,10.6.1.121,data/xy/shengbei_s416_9416,shengbei_lianyun_s416,10.6.3.121,91wan,3306,32314,42.62.56.250,running,39
s417,9166wan_s23,10.6.1.121,data/xy/shengbei_s417_9417,shengbei_lianyun_s417,10.6.3.121,9166wan,3306,33514,42.62.56.250,running,40
s418,9166wan_s24,10.6.1.121,data/xy/shengbei_s418_9418,shengbei_lianyun_s418,10.6.3.121,9166wan,3306,33514,42.62.56.250,running,41
s419,zhigame_s17,10.6.7.157,data/xy/shengbei_s419_9419,shengbei_lianyun_s419,10.6.3.121,zhigame,3306,35614,42.62.56.227,running,28
s420,zhigame_s18,10.6.7.157,data/xy/shengbei_s420_9420,shengbei_lianyun_s420,10.6.3.121,zhigame,3306,35614,42.62.56.227,running,29
s421,91wan_s24,10.6.1.121,data/xy/shengbei_s421_9421,shengbei_lianyun_s421,10.6.3.121,91wan,3306,32314,42.62.56.250,running,42
s422,ailiuwa_s23,10.6.1.121,data/xy/shengbei_s422_9422,shengbei_lianyun_s422,10.6.3.121,ailiuwa,3306,32414,42.62.56.250,running,43
s423,ailiuwa_s24,10.6.1.121,data/xy/shengbei_s423_9423,shengbei_lianyun_s423,10.6.3.121,ailiuwa,3306,32414,42.62.56.250,running,44
s424,9166wan_s25,10.6.1.121,data/xy/shengbei_s424_9424,shengbei_lianyun_s424,10.6.3.121,9166wan,3306,33514,42.62.56.250,running,45
s425,9166wan_s26,10.6.1.121,data/xy/shengbei_s425_9425,shengbei_lianyun_s425,10.6.3.121,9166wan,3306,33514,42.62.56.250,running,46
