server_id,platform_server_id,inner_server_ip,server_path,server_db_name,server_db_ip,platform,db_port,gm_port,out_server_ip,status,01
s388,1717in_s23,10.6.8.102,data/xy/shengbei_s388_9388,shengbei_lianyun_s388,10.6.5.191,1717in,3306,36214,42.62.62.19,running,32
s391,ailiuwa_s15,10.6.8.102,data/xy/shengbei_s391_9391,shengbei_lianyun_s391,10.6.5.191,ailiuwa,3306,32414,42.62.62.19,running,33
s392,ailiuwa_s16,10.6.8.102,data/xy/shengbei_s392_9392,shengbei_lianyun_s392,10.6.5.191,ailiuwa,3306,32414,42.62.62.19,running,34
s393,zhigame_s15,10.6.8.102,data/xy/shengbei_s393_9393,shengbei_lianyun_s393,10.6.5.191,zhigame,3306,35614,42.62.62.19,running,35
s394,9166wan_s18,10.6.8.102,data/xy/shengbei_s394_9394,shengbei_lianyun_s394,10.6.5.191,9166wan,3306,33514,42.62.62.19,running,36
s395,ailiuwa_s17,10.6.5.72,data/xy/shengbei_s395_9395,shengbei_lianyun_s395,10.6.3.39,ailiuwa,3306,32414,42.62.26.73,running,25
s396,ailiuwa_s18,10.6.5.72,data/xy/shengbei_s396_9396,shengbei_lianyun_s396,10.6.3.39,ailiuwa,3306,32414,42.62.26.73,running,26
s397,1717in_s24,10.6.5.72,data/xy/shengbei_s397_9397,shengbei_lianyun_s397,10.6.3.39,1717in,3306,36214,42.62.26.73,running,27
s398,1717in_s25,10.6.5.72,data/xy/shengbei_s398_9398,shengbei_lianyun_s398,10.6.3.39,1717in,3306,36214,42.62.26.73,running,28
s399,9166wan_s19,10.6.5.72,data/xy/shengbei_s399_9399,shengbei_lianyun_s399,10.6.3.39,9166wan,3306,33514,42.62.26.73,running,29
s400,9166wan_s20,10.6.5.72,data/xy/shengbei_s400_9400,shengbei_lianyun_s400,10.6.3.39,9166wan,3306,33514,42.62.26.73,running,30
s401,zhigame_s16,10.6.5.72,data/xy/shengbei_s401_9401,shengbei_lianyun_s401,10.6.3.39,zhigame,3306,35614,42.62.26.73,running,31
s402,91wan_s21,10.6.5.72,data/xy/shengbei_s402_9402,shengbei_lianyun_s402,10.6.3.39,91wan,3306,32314,42.62.26.73,running,32
s403,360_s53,10.6.5.72,data/xy/shengbei_s403_9403,shengbei_lianyun_s403,10.6.3.39,360,3306,32414,42.62.26.73,running,33
s404,1717in_s26,10.6.5.72,data/xy/shengbei_s404_9404,shengbei_lianyun_s404,10.6.3.39,1717in,3306,36214,42.62.26.73,running,34
s405,1717in_s27,10.6.5.72,data/xy/shengbei_s405_9405,shengbei_lianyun_s405,10.6.3.39,1717in,3306,36214,42.62.26.73,running,35
s406,9166wan_s21,10.6.5.72,data/xy/shengbei_s406_9406,shengbei_lianyun_s406,10.6.3.39,9166wan,3306,33514,42.62.26.73,running,36
